Lat,Lon,BP,CP,WP
-24.196122,34.333932,0,0,0
-6.0698,36.4918,0,0,1
-6.09622,36.4863,0,0,0
-9.13688,29.6462,0,0,0
6.756287,-1.243568,0,0,1
11.299885,39.619114,1,1,0
14.791098,-10.958333,0,1,0
0.533078,32.286675,0,1,0
-2.987467,33.033264,1,1,0
11.354073,8.121323,0,1,0
-5.352508,37.448967,0,1,0
-23.004168,26.466368,0,0,0
9.221402,5.666752,0,1,0
-21.7771,26.4829,0,0,0
1.524523,31.488407,0,1,0
-15.870013,26.118435,0,0,0
-24.173732,34.359313,0,0,1
9.636652,42.738422,0,1,0
-12.318557,15.2063,0,0,0
-5.339337,37.493351,1,1,0
-22.817833,35.285262,0,0,1
8.576895,34.979774,0,1,0
8.132995,9.929275,0,0,0
-11.0615,35.193199,0,1,0
11.33642,39.590752,0,1,0
-23.032326,26.440973,0,0,0
0.554287,32.311413,0,1,1
-9.16099,29.695,0,0,1
-19.002544,46.677495,0,1,0
-16.216113,14.88083,0,0,0
-18.3094,48.7565,0,0,1
6.744892,4.666407,0,0,1
4.177987,38.307098,0,0,0
-23.031214,26.463221,0,1,0
-16.11395,28.307998,0,0,1
-6.910065,34.192478,0,0,0
-17.852,31.8612,0,0,0
4.209178,38.312885,0,0,0
4.192852,38.282288,0,0,0
-6.879183,34.193073,0,0,1
-18.3362,48.71,0,0,1
-8.074083,37.293674,0,0,0
11.25987,39.595234,0,1,0
-12.345895,15.190278,0,1,0
-19.3695,22.0389,0,0,1
-17.8307,31.8367,1,1,0
-15.975425,35.289682,1,1,0
-6.92808,36.16547,0,0,1
10.877617,-3.558683,0,1,0
-13.08003,28.470693,0,0,1
-19.425122,28.724613,0,0,1
1.459293,31.489787,0,1,0
5.393727,-0.707133,0,0,1
13.44397,1.754627,0,0,0
-11.1232,35.145699,0,1,0
8.644138,34.998833,0,1,0
-6.866802,36.099449,0,1,0
5.369818,-0.714002,0,1,0
-11.1227,35.1269,0,1,0
-16.043783,28.32967,0,0,1
11.275483,-5.5312,0,0,0
6.766608,4.672127,0,0,1
13.375718,1.759763,0,1,0
-5.319002,37.450642,0,0,1
10.903278,-3.576025,0,0,0
-17.8176,31.8616,0,0,0
9.233073,5.676535,0,0,1
14.809212,-7.78246,0,0,0
5.39579,-0.780362,0,0,0
11.336217,39.615444,0,1,0
-0.104208,39.059078,0,0,0
9.237658,5.717488,0,0,0
11.928223,-13.107235,0,0,1
-11.72815,15.929552,0,1,0
-16.11281,28.279927,0,0,0
-16.069473,28.283488,0,0,0
-16.219212,14.93248,0,0,1
-7.372465,15.738188,0,0,1
-15.849793,26.140195,0,0,0
10.524305,-13.401268,0,0,1
9.241345,5.689193,0,1,0
-17.98061,36.84061,1,1,1
14.802388,-7.802877,0,0,0
4.176502,38.288509,0,0,0
-16.268775,14.958435,0,0,1
-13.37711,35.529993,0,0,0
8.646072,35.053028,0,0,0
0.495517,32.304539,1,1,0
0.49764,32.287838,0,1,0
0.512713,32.288757,0,1,0
-1.705958,35.780724,0,1,0
10.501978,-13.404402,0,1,0
-16.203565,14.922573,0,1,0
5.284657,10.285133,1,1,0
11.921952,-13.152722,0,0,1
-23.029856,26.41897,0,0,0
-29.8205,23.9277,0,0,0
-12.314768,15.213823,0,0,1
12.516922,-6.259612,0,1,0
-6.908367,36.086655,0,1,0
-2.598493,39.537601,0,0,1
-18.004592,36.844108,1,1,1
-13.444722,35.462303,0,1,0
14.875387,-7.795622,0,0,0
11.32647,39.572411,0,1,0
11.335242,8.150375,0,1,0
11.942727,-13.174048,0,0,1
-15.896982,26.166365,0,0,0
-6.862098,36.141056,0,1,1
-19.437477,28.792972,0,0,0
-1.689052,35.778095,0,0,0
8.577478,35.045807,0,0,1
6.784852,4.643185,0,0,1
-15.851383,26.095875,0,0,0
-11.652358,34.228905,0,1,0
0.533473,32.268044,0,1,0
-27.545,30.0929,0,0,0
-8.047615,37.295681,0,0,0
12.470887,-6.281817,0,1,0
5.447667,-0.717422,0,0,1
1.473533,31.52892,1,1,0
-18.2724,48.7098,0,0,1
-13.086352,28.509135,0,1,0
-1.687655,35.853977,0,0,0
-19.021194,46.636952,0,1,0
9.594755,42.668991,0,0,0
9.564708,42.714642,0,1,0
11.31266,8.148253,0,1,0
-22.848762,35.33593,0,1,1
-29.9494,22.7059,0,0,0
