CC,Site,PID,ICRAFPID,Lon,Lat
MG,Didy,MG-ojku6T,Didy-9-1,48.7392,-18.349
MG,Didy,MG-PPZayv,Didy-16-1,48.7545,-18.2793
MG,Didy,MG-QihxNU,Didy-2-1,48.6883,-18.3172
MG,Didy,MG-Qm1VNi,Didy-6-2,48.7092,-18.3233
MG,Analavory,MG-slj6vn,Analavory-15-1,46.703312,-18.978952
MG,Didy,MG-uOOiHE,Didy-5-1,48.71,-18.3362
MG,Analavory,MG-vafvKX,Analavory-4-1,46.6373,-18.953178
MG,Analavory,MG-x6RzRl,Analavory-6-1,46.657214,-19.005444
MG,Didy,MG-XbBsmu,Didy-12-1,48.7363,-18.2763
MG,Didy,MG-yjVeHo,Didy-8-1,48.7098,-18.2724
ML,Tambabougou,ML-0BOkKd,Tambabougou-2-1,-7.843868,14.83139
ML,Koloko,ML-58aRmP,Koloko-10-1,-6.281817,12.470887
ML,Koloko,ML-5Xhe0Y,Koloko-3-1,-6.33263,12.492743
ML,Koloko,ML-6FYRqi,Koloko-4-1,-6.32173,12.51337
ML,Kontela,ML-6Ua9Yu,Kontela-1-1,-11.033153,14.77008
ML,Finnkolo,ML-7DnfjV,Finnkolo-13-1,-5.464043,11.272553
ML,Tambabougou,ML-829DXE,Tambabougou-12-1,-7.795622,14.875387
ML,Kontela,ML-8DQg6W,Kontela-12-1,-10.990747,14.839553
ML,Kontela,ML-8KjW41,Kontela-3-1,-11.032858,14.821522
ML,Kontela,ML-AfDFgy,Kontela-6-1,-11.011758,14.800172
ML,Tambabougou,ML-AK28xc,Tambabougou-14-1,-7.780153,14.831302
ML,Koloko,ML-BhGW9E,Koloko-16-1,-6.259612,12.516922
ML,Koloko,ML-boasJc,Koloko-11-1,-6.286193,12.497847
ML,Koloko,ML-cendf1,Koloko-13-1,-6.263188,12.448383
ML,Kontela,ML-Cgf2Oq,Kontela-14-1,-10.958333,14.791098
ML,Finnkolo,ML-dWxnvc,Finnkolo-16-2,-5.469775,11.34972
ML,Koloko,ML-eJ3wak,Koloko-14-1,-6.265613,12.470287
ML,Finnkolo,ML-emtcD6,Finnkolo-9-5,-5.486493,11.283017
ML,Koloko,ML-eS8rrF,Koloko-12-1,-6.280505,12.514257
ML,Kontela,ML-f2T5J9,Kontela-11-1,-10.99383,14.825788
ML,Finnkolo,ML-FpkGbw,Finnkolo-14-8,-5.470245,11.294715
ML,Tambabougou,ML-fqv0qA,Tambabougou-1-1,-7.843512,14.809575
ML,Tambabougou,ML-fVMmaO,Tambabougou-7-1,-7.82084,14.858365
ML,Koloko,ML-Ghatsp,Koloko-6-1,-6.312132,12.466142
ML,Koloko,ML-GlExXk,Koloko-7-2,-6.314947,12.491103
ML,Tambabougou,ML-gXEyJf,Tambabougou-11-1,-7.80709,14.854748
ML,Tambabougou,ML-H31jow,Tambabougou-5-1,-7.825015,14.806713
ML,Kontela,ML-hila1i,Kontela-4-1,-11.033568,14.83678
ML,Koloko,ML-Inp6xu,Koloko-9-1,-6.288508,12.451908
ML,Kontela,ML-iooJMv,Kontela-10-1,-10.98228,14.806622
ML,Tambabougou,ML-JlaThS,Tambabougou-6-1,-7.823068,14.831033
ML,Finnkolo,ML-jmnnAS,Finnkolo-2-7,-5.532908,11.304508
ML,Tambabougou,ML-JQosUL,Tambabougou-4-1,-7.8447,14.87954
ML,Koloko,ML-jTwGK2,Koloko-1-1,-6.327395,12.450307
ML,Finnkolo,ML-JubNmj,Finnkolo-11-8,-5.496258,11.315367
ML,Tambabougou,ML-LdCdQf,Tambabougou-3-1,-7.846765,14.856313
ML,Finnkolo,ML-llqds9,Finnkolo-7-1,-5.518538,11.329568
ML,Kontela,ML-M2MmQD,Kontela-15-1,-10.967457,14.821367
ML,Finnkolo,ML-mg4MFF,Finnkolo-5-1,-5.513963,11.272537
ML,Tambabougou,ML-N1by3s,Tambabougou-15-1,-7.781675,14.853915
ML,Tambabougou,ML-njNz23,Tambabougou-10-1,-7.809873,14.836482
ML,Tambabougou,ML-Nkj8yT,Tambabougou-16-2,-7.780065,14.874513
ML,Finnkolo,ML-NuU1d2,Finnkolo-10-2,-5.48807,11.301687
ML,Finnkolo,ML-nV7wo5,Finnkolo-12-1,-5.48847,11.351895
ML,Kontela,ML-PeAOrE,Kontela-8-1,-11.011252,14.83877
ML,Koloko,ML-pjAhdO,Koloko-15-1,-6.255562,12.49387
ML,Tambabougou,ML-QejwIY,Tambabougou-9-1,-7.802877,14.802388
ML,Tambabougou,ML-qsnpHw,Tambabougou-13-1,-7.78246,14.809212
ML,Finnkolo,ML-qUx3Pw,Finnkolo-6-1,-5.513288,11.30263
ML,Koloko,ML-SbrRZq,Koloko-5-1,-6.309545,12.452353
ML,Finnkolo,ML-sf814v,Finnkolo-4-2,-5.52968,11.344597
ML,Kontela,ML-Sxi8dD,Kontela-5-1,-11.011,14.76583
ML,Koloko,ML-TAjAFb,Koloko-8-1,-6.302163,12.519647
ML,Tambabougou,ML-tBktG3,Tambabougou-8-1,-7.819492,14.869855
ML,Kontela,ML-tdOc1D,Kontela-13-1,-10.964785,14.778188
ML,Kontela,ML-umcobG,Kontela-16-1,-10.96401,14.843992
ML,Kontela,ML-uY5FB1,Kontela-7-1,-11.008533,14.824458
ML,Koloko,ML-vkLSVn,Koloko-2-1,-6.326855,12.472217
ML,Kontela,ML-wG9z9A,Kontela-9-1,-10.98879,14.777712
ML,Finnkolo,ML-X3bKk2,Finnkolo-1-3,-5.5312,11.275483
ML,Kontela,ML-XNghYI,Kontela-2-1,-11.035792,14.800267
ML,Finnkolo,ML-y4mry8,Finnkolo-3-1,-5.534058,11.329417
ML,Finnkolo,ML-z8yjuL,Finnkolo-15-6,-5.466885,11.329027
ML,Finnkolo,ML-zwylOH,Finnkolo-8-3,-5.520495,11.34812
MW,Nkhata Bay,MW-9mS8hO,Nkhata Bay-16-1,34.271927,-11.590172
MW,Nkhata Bay,MW-9mV2yB,Nkhata Bay-8-1,34.230455,-11.591837
MW,Nkhata Bay,MW-ay6znc,Nkhata Bay-12-1,34.25251,-11.587742
MW,Nkhata Bay,MW-bfvmtT,Nkhata Bay-6-1,34.225515,-11.636035
MW,Nkhata Bay,MW-BHv5dn,Nkhata Bay-5-1,34.228905,-11.652358
MW,Nkhata Bay,MW-cTJWDM,Nkhata Bay-11-2,34.250548,-11.610358
MW,Thuchila,MW-EG3zKR,Thuchila-16-1,35.36222,-15.905015
MW,Nkhata Bay,MW-Exz7TT,Nkhata Bay-4-1,34.206117,-11.594628
MW,Thuchila,MW-FyuFlt,Thuchila-12-1,35.331828,-15.90355
MW,Thuchila,MW-gSNk6K,Thuchila-7-2,35.309668,-15.935597
MW,Nkhata Bay,MW-iW9eX6,Nkhata Bay-7-1,34.222618,-11.612757
MW,Thuchila,MW-iYWUbW,Thuchila-2-1,35.299007,-15.946403
MW,Nkhata Bay,MW-J43ggT,Nkhata Bay-1-1,34.211372,-11.65983
MW,Thuchila,MW-JaBoE8,Thuchila-14-1,35.361598,-15.947415
MW,Nkhata Bay,MW-kubCI6,Nkhata Bay-14-1,34.281435,-11.638188
MW,Thuchila,MW-ltpWGf,Thuchila-1-1,35.289682,-15.975425
MW,Thuchila,MW-m8Par2,Thuchila-6-1,35.321463,-15.953162
MW,Nkhata Bay,MW-MXqZYs,Nkhata Bay-3-1,34.205038,-11.615668
MW,Thuchila,MW-MYTAye,Thuchila-8-1,35.323465,-15.904765
MW,Thuchila,MW-psYvMX,Thuchila-13-2,35.364897,-15.981912
MW,Thuchila,MW-pY3wlU,Thuchila-5-1,35.315202,-15.97529
MW,Nkhata Bay,MW-QwyfrG,Nkhata Bay-2-1,34.208565,-11.644417
MW,Thuchila,MW-ShdmeA,Thuchila-15-1,35.367053,-15.928517
MW,Thuchila,MW-sZQPID,Thuchila-4-1,35.30012,-15.91097
MW,Thuchila,MW-tPUetC,Thuchila-11-1,35.342573,-15.925072
MW,Nkhata Bay,MW-TX4nIW,Nkhata Bay-13-1,34.270072,-11.666733
MW,Thuchila,MW-VmR4gg,Thuchila-3-1,35.297925,-15.927472
MW,Thuchila,MW-W6CL4O,Thuchila-9-1,35.342518,-15.974148
MW,Nkhata Bay,MW-wgQUU0,Nkhata Bay-15-1,34.27014,-11.61
MW,Thuchila,MW-XMkaUK,Thuchila-10-2,35.338882,-15.950953
MW,Nkhata Bay,MW-yGIxkJ,Nkhata Bay-10-1,34.247942,-11.64765
MW,Nkhata Bay,MW-ze1PiZ,Nkhata Bay-9-1,34.248108,-11.653778
MZ,Massuque,MZ-0882HB,Massuque-12-1,34.381947,-24.169653
MZ,Chiculecule,MZ-0mw4db,Chiculecule-6-1,35.287992,-22.846698
MZ,Macassangila,MZ-0Va6yX,Macassangila-5-1,35.481447,-13.434472
MZ,Massuque,MZ-1XM7GP,Massuque-1-1,34.335203,-24.240418
MZ,Chica_b,MZ-2s9acc,Chica_b-10-1,39.879383,-14.729127
MZ,Chiculecule,MZ-3qukBE,Chiculecule-2-1,35.273025,-22.850423
MZ,Macassangila,MZ-5i62KU,Macassangila-9-1,35.509765,-13.438727
MZ,Martinho,MZ-72OFPF,Martinho-14-1,39.003835,-16.14783
MZ,Massuque,MZ-7z4HE3,Massuque-15-1,34.40507,-24.190955
MZ,Massuque,MZ-89EzuF,Massuque-13-1,34.399773,-24.242007
MZ,Massuque,MZ-8BMzyC,Massuque-8-1,34.359313,-24.173732
MZ,Chica_b,MZ-9e4Anl,Chica_b-8-1,39.864718,-14.68552
MZ,Chica_b,MZ-9oVcd3,Chica_b-14-1,39.907882,-14.725693
MZ,Macassangila,MZ-A8gqiV,Macassangila-2-1,35.46136,-13.424777
MZ,Ihassunge,MZ-AGAB5R,Ihassunge-2-1,36.798512,-18.02627
MZ,Ihassunge,MZ-AlGorE,Ihassunge-3-2,36.80058,-17.998985
MZ,Chica_b,MZ-aQP0Fr,Chica_b-7-1,39.861442,-14.700968
MZ,Chiculecule,MZ-aRmExs,Chiculecule-12-1,35.312842,-22.80366
MZ,Chiculecule,MZ-Blm85v,Chiculecule-11-1,35.31782,-22.830515
MZ,Ihassunge,MZ-c4y9ia,Ihassunge-12-1,36.84061,-17.98061
MZ,Chiculecule,MZ-c9CoXR,Chiculecule-13-1,35.338582,-22.875068
MZ,Martinho,MZ-cDmZ4V,Martinho-6-1,38.956273,-16.157083
MZ,Chica_b,MZ-CITpeV,Chica_b-3-1,39.836117,-14.708328
MZ,Ihassunge,MZ-cP8u5G,Ihassunge-9-2,36.840102,-18.0472
MZ,Martinho,MZ-DJx8II,Martinho-7-1,38.955302,-16.127287
MZ,Ihassunge,MZ-dxbeOl,Ihassunge-4-1,36.795087,-17.984253
MZ,Martinho,MZ-dXq315,Martinho-16-1,39.011138,-16.1104
MZ,Ihassunge,MZ-dzdYNT,Ihassunge-1-1,36.797743,-18.042857
MZ,Chica_b,MZ-dZY5c8,Chica_b-11-1,39.883627,-14.701545
MZ,Chica_b,MZ-E9ThN7,Chica_b-1-1,39.839635,-14.750668
MZ,Martinho,MZ-EGSE9n,Martinho-8-1,38.965452,-16.11558
MZ,Chiculecule,MZ-EtVr7i,Chiculecule-16-1,35.33732,-22.800213
MZ,Chiculecule,MZ-F5gqZU,Chiculecule-5-1,35.29462,-22.872882
MZ,Martinho,MZ-F8vNHL,Martinho-2-1,38.941078,-16.16296
MZ,Macassangila,MZ-fVcPXH,Macassangila-10-1,35.511175,-13.417607
MZ,Ihassunge,MZ-FVo5Qg,Ihassunge-6-1,36.819483,-18.027872
MZ,Macassangila,MZ-GBHQoe,Macassangila-6-2,35.487403,-13.414135
MZ,Martinho,MZ-gFWRRc,Martinho-10-1,38.988252,-16.155567
MZ,Chiculecule,MZ-GzQ2dl,Chiculecule-9-1,35.313225,-22.870143
MZ,Massuque,MZ-H4ce0D,Massuque-16-1,34.399385,-24.175445
MZ,Chica_b,MZ-Hjc4f1,Chica_b-16-1,39.90612,-14.68274
MZ,Massuque,MZ-hL6Mvr,Massuque-14-1,34.398345,-24.215777
MZ,Chica_b,MZ-iabTqX,Chica_b-2-1,39.840907,-14.726465
MZ,Macassangila,MZ-iUkpou,Macassangila-1-1,35.462303,-13.444722
MZ,Macassangila,MZ-j9wm1V,Macassangila-15-1,35.523077,-13.40278
MZ,Chiculecule,MZ-JSzQ5V,Chiculecule-14-1,35.33593,-22.848762
MZ,Ihassunge,MZ-K0exF1,Ihassunge-11-1,36.844108,-18.004592
MZ,Macassangila,MZ-khf7Kv,Macassangila-11-1,35.500348,-13.399045
MZ,Macassangila,MZ-KlP8MN,Macassangila-13-1,35.527352,-13.444412
MZ,Massuque,MZ-kqVDtQ,Massuque-3-1,34.333932,-24.196122
MZ,Ihassunge,MZ-Kt25RS,Ihassunge-10-1,36.846685,-18.025873
MZ,Martinho,MZ-kxRZCh,Martinho-1-1,38.936703,-16.177478
MZ,Martinho,MZ-LaktFv,Martinho-12-1,38.986128,-16.116287
MZ,Massuque,MZ-lb21CX,Massuque-7-1,34.345858,-24.188403
MZ,Macassangila,MZ-LeYpT5,Macassangila-14-1,35.521103,-13.418417
MZ,Chica_b,MZ-lhMgN1,Chica_b-12-2,39.886058,-14.681088
MZ,Martinho,MZ-LppAxB,Martinho-4-1,38.938123,-16.109833
MZ,Chica_b,MZ-lT1cQ1,Chica_b-6-1,39.863178,-14.723602
MZ,Martinho,MZ-MMRajq,Martinho-15-1,39.00373,-16.137698
MZ,Chiculecule,MZ-mWSQpQ,Chiculecule-15-1,35.336955,-22.82643
MZ,Chica_b,MZ-o9HXkz,Chica_b-5-1,39.857582,-14.75414
MZ,Ihassunge,MZ-OMm2yG,Ihassunge-8-1,36.825287,-17.980348
MZ,Macassangila,MZ-OOzwLV,Macassangila-16-1,35.529993,-13.37711
MZ,Chiculecule,MZ-qCtfrC,Chiculecule-1-1,35.26938,-22.869558
MZ,Chiculecule,MZ-QUI0cl,Chiculecule-3-1,35.271288,-22.830183
MZ,Macassangila,MZ-qWt5Ip,Macassangila-4-1,35.459798,-13.373618
MZ,Chica_b,MZ-qXQSU6,Chica_b-9-1,39.8859,-14.7512
MZ,Massuque,MZ-Qy6XZb,Massuque-9-1,34.371873,-24.242897
MZ,Martinho,MZ-rFrALM,Martinho-5-1,38.962908,-16.174298
MZ,Martinho,MZ-rHmRDD,Martinho-3-1,38.941133,-16.1334
MZ,Massuque,MZ-RxXhtF,Massuque-6-1,34.344828,-24.211818
MZ,Macassangila,MZ-RyfPQe,Macassangila-7-1,35.487782,-13.400288
MZ,Macassangila,MZ-S7JVZP,Macassangila-12-1,35.504402,-13.370752
MZ,Massuque,MZ-SUIM2U,Massuque-4-1,34.32811,-24.169548
MZ,Massuque,MZ-SwDtHq,Massuque-10-1,34.37512,-24.216733
MZ,Chiculecule,MZ-t3ysfP,Chiculecule-8-1,35.287882,-22.804762
MZ,Macassangila,MZ-TpiyBT,Macassangila-8-1,35.477417,-13.372998
MZ,Martinho,MZ-TQAA3t,Martinho-13-1,39.005233,-16.174468
MZ,Massuque,MZ-UcIwoZ,Massuque-2-1,34.331462,-24.222723
MZ,Ihassunge,MZ-V0PwE0,Ihassunge-7-1,36.817497,-18.003518
MZ,Macassangila,MZ-v4PIdt,Macassangila-3-1,35.463245,-13.397517
MZ,Chiculecule,MZ-vsdhfl,Chiculecule-7-1,35.285262,-22.817833
MZ,Chiculecule,MZ-W8U0JE,Chiculecule-4-1,35.268292,-22.80203
MZ,Ihassunge,MZ-WC6q1W,Ihassunge-14-1,36.865238,-18.026142
MZ,Martinho,MZ-wdGJDY,Martinho-9-1,38.990622,-16.178185
MZ,Ihassunge,MZ-x7NdrZ,Ihassunge-5-2,36.823923,-18.044112
MZ,Ihassunge,MZ-Xt2HRt,Ihassunge-16-1,36.861702,-17.977923
MZ,Chiculecule,MZ-xWvOxY,Chiculecule-10-1,35.317273,-22.849915
MZ,Ihassunge,MZ-y4GeAw,Ihassunge-15-1,36.860772,-17.996772
MZ,Ihassunge,MZ-yeHr7A,Ihassunge-13-1,36.866937,-18.048055
MZ,Martinho,MZ-YfTV8N,Martinho-11-1,38.9843,-16.137218
MZ,Massuque,MZ-Yhc432,Massuque-11-1,34.376633,-24.195698
MZ,Chica_b,MZ-yTlsVf,Chica_b-15-1,39.913418,-14.704728
MZ,Chica_b,MZ-yxn42y,Chica_b-4-1,39.843533,-14.688842
MZ,Chica_b,MZ-Z7PcE7,Chica_b-13-1,39.909052,-14.749168
MZ,Massuque,MZ-zmSbuM,Massuque-5-1,34.350642,-24.243575
NE,Nyalagari,NE-2GbjDQ,Nyalagari-8-1,1.754627,13.44397
NE,Nyalagari,NE-CvKnS1,Nyalagari-14-2,1.798298,13.385682
NE,Nyalagari,NE-DMqfdO,Nyalagari-9-4,1.779663,13.371465
NE,Nyalagari,NE-f0xuuN,Nyalagari-16-1,1.799123,13.43122
NE,Nyalagari,NE-h0JYfF,Nyalagari-6-1,1.75692,13.39504
NE,Nyalagari,NE-kAkam4,Nyalagari-12-2,1.777962,13.43786
NE,Nyalagari,NE-kc7Z4r,Nyalagari-7-2,1.754712,13.413398
NE,Nyalagari,NE-m2rZCI,Nyalagari-5-2,1.759763,13.375718
NE,Nyalagari,NE-OaXNkO,Nyalagari-10-1,1.77919,13.389917
NE,Nyalagari,NE-T7YXaz,Nyalagari-13-1,1.804517,13.371998
NE,Nyalagari,NE-ti5810,Nyalagari-1-2,1.735377,13.367585
NE,Nyalagari,NE-tNoTTn,Nyalagari-3-6,1.731593,13.418405
NE,Nyalagari,NE-WhbnXT,Nyalagari-11-2,1.786608,13.419078
NE,Nyalagari,NE-xlVEU2,Nyalagari-4-2,1.738738,13.435553
NE,Nyalagari,NE-zg4lx3,Nyalagari-15-2,1.802672,13.404805
NE,Nyalagari,NE-ZXQp9c,Nyalagari-2-7,1.735128,13.393575
NG,Imorun,NG-15ZHvd,Imorun-9-1,4.667463,6.722803
NG,Ibi,NG-1hegv3,Ibi-7-1,9.884018,8.146075
NG,Kutigi,NG-5MFjjc,Kutigi-4-2,5.676535,9.233073
NG,Katsina ala,NG-7c5mGw,Katsina ala-13-1,9.376038,6.983527
NG,Imorun,NG-9HIyMY,Imorun-8-1,4.643185,6.784852
NG,Katsina ala,NG-9nvxOd,Katsina ala-4-2,9.304748,7.046088
NG,Ibi,NG-9YHLtV,Ibi-2-1,9.857668,8.13086
NG,Kutigi,NG-a4HXm4,Kutigi-1-4,5.678097,9.166063
NG,Imorun,NG-AGTJxV,Imorun-15-1,4.692642,6.76124
NG,Ibi,NG-Ako5Ff,Ibi-1-1,9.867402,8.10135
NG,Pampaida,NG-bPAs9N,Pampaida-8-1,8.146985,11.35515
NG,Katsina ala,NG-cRmA5r,Katsina ala-9-1,9.348373,6.977577
NG,Ibi,NG-cvCqAK,Ibi-14-1,9.929275,8.132995
NG,Ibi,NG-cxzIhn,Ibi-6-1,9.880528,8.126678
NG,Imorun,NG-D6sdzo,Imorun-12-1,4.666762,6.79339
NG,Katsina ala,NG-db4sw2,Katsina ala-11-2,9.35504,7.03131
NG,Ibi,NG-dMZfRp,Ibi-11-1,9.90334,8.15104
NG,Imorun,NG-dNe3H8,Imorun-5-2,4.650443,6.71556
NG,Imorun,NG-dStlTc,Imorun-11-1,4.672127,6.766608
NG,Ibi,NG-EYlQGs,Ibi-9-1,9.903975,8.106388
NG,Ibi,NG-eZU6j7,Ibi-15-1,9.93064,8.158693
NG,Imorun,NG-FX3WRO,Imorun-1-1,4.630037,6.717035
NG,Katsina ala,NG-fxD5Ec,Katsina ala-6-1,9.332265,7.004043
NG,Pampaida,NG-GwEo35,Pampaida-6-2,8.148253,11.31266
NG,Ibi,NG-gwxNY5,Ibi-10-1,9.910415,8.128393
NG,Kutigi,NG-H4t7A4,Kutigi-5-8,5.69213,9.166867
NG,Imorun,NG-H5YFgI,Imorun-16-1,4.696635,6.780285
NG,Pampaida,NG-HbtWpy,Pampaida-5-1,8.145927,11.291462
NG,Imorun,NG-HEyRhl,Imorun-6-1,4.643857,6.742817
NG,Kutigi,NG-Hho7h4,Kutigi-11-1,5.715875,9.21169
NG,Pampaida,NG-HIMGcR,Pampaida-3-1,8.124355,11.330287
NG,Katsina ala,NG-hnHie8,Katsina ala-5-1,9.33337,6.975993
NG,Pampaida,NG-hSISDo,Pampaida-10-1,8.175328,11.30869
NG,Katsina ala,NG-i8xIXA,Katsina ala-16-1,9.370495,7.046152
NG,Imorun,NG-j5IKTD,Imorun-10-1,4.666407,6.744892
NG,Ibi,NG-jqRAev,Ibi-5-1,9.881415,8.106908
NG,Katsina ala,NG-jzHigK,Katsina ala-2-1,9.30729,7.004857
NG,Kutigi,NG-knYq3E,Kutigi-10-1,5.719468,9.192782
NG,Katsina ala,NG-KRzQNr,Katsina ala-14-1,9.378645,7.009002
NG,Ibi,NG-l0aaCE,Ibi-16-1,9.927748,8.173488
NG,Kutigi,NG-l2wYmQ,Kutigi-16-1,5.744222,9.239532
NG,Pampaida,NG-LOAByT,Pampaida-1-3,8.123597,11.28078
NG,Katsina ala,NG-mBp8PR,Katsina ala-3-1,9.30712,7.020702
NG,Pampaida,NG-mhBrAr,Pampaida-4-2,8.121323,11.354073
NG,Ibi,NG-ml6Sen,Ibi-12-1,9.90665,8.167848
NG,Imorun,NG-moZln1,Imorun-4-1,4.627915,6.784243
NG,Pampaida,NG-mVEmqv,Pampaida-16-1,8.194857,11.34667
NG,Pampaida,NG-nRSsIw,Pampaida-7-1,8.150375,11.335242
NG,Ibi,NG-O9XuHD,Ibi-3-1,9.866153,8.148807
NG,Kutigi,NG-orY81N,Kutigi-6-4,5.697722,9.192732
NG,Kutigi,NG-pTvOR7,Kutigi-15-3,5.73423,9.217247
NG,Imorun,NG-pxwuA2,Imorun-7-1,4.644377,6.765718
NG,Katsina ala,NG-q2Jo1v,Katsina ala-7-1,9.335977,7.028182
NG,Pampaida,NG-QdBxS0,Pampaida-12-1,8.169905,11.35259
NG,Katsina ala,NG-QJ7vEq,Katsina ala-8-1,9.33436,7.04311
NG,Kutigi,NG-quWOsP,Kutigi-13-1,5.738132,9.170197
NG,Katsina ala,NG-rEei3T,Katsina ala-15-1,9.366843,7.02543
NG,Ibi,NG-rLNAmH,Ibi-4-1,9.854512,8.172992
NG,Ibi,NG-RPqgkK,Ibi-13-1,9.921948,8.101377
NG,Kutigi,NG-sAv5np,Kutigi-9-4,5.711345,9.17576
NG,Imorun,NG-SqlnOf,Imorun-3-1,4.625047,6.768445
NG,Pampaida,NG-SwcqSy,Pampaida-13-4,8.197547,11.285767
NG,Kutigi,NG-tBgdfO,Kutigi-14-1,5.742303,9.188533
NG,Kutigi,NG-TDzOyZ,Kutigi-12-1,5.717488,9.237658
NG,Kutigi,NG-ThsJZF,Kutigi-8-6,5.689193,9.241345
NG,Pampaida,NG-U7FGAP,Pampaida-14-1,8.19152,11.309317
NG,Kutigi,NG-uguWa1,Kutigi-3-1,5.666752,9.221402
NG,Pampaida,NG-umdSqh,Pampaida-2-1,8.119573,11.307105
NG,Pampaida,NG-W6ah4F,Pampaida-15-1,8.192435,11.327787
NG,Katsina ala,NG-WDVoU7,Katsina ala-12-1,9.354232,7.050697
NG,Imorun,NG-WtWHph,Imorun-13-1,4.688822,6.719812
NG,Kutigi,NG-Wym4z0,Kutigi-2-2,5.671852,9.191568
NG,Imorun,NG-x2QqRX,Imorun-2-1,4.629377,6.740278
NG,Pampaida,NG-X8ETUm,Pampaida-9-1,8.166768,11.280658
NG,Katsina ala,NG-XOk2M5,Katsina ala-10-1,9.357102,7.0012
NG,Ibi,NG-xsloh4,Ibi-8-1,9.888138,8.173905
NG,Pampaida,NG-yEoJ0Q,Pampaida-11-1,8.173293,11.332955
NG,Katsina ala,NG-yJ5oWK,Katsina ala-1-1,9.305082,6.978643
NG,Imorun,NG-yVsJ7U,Imorun-14-2,4.68995,6.743878
TZ,Mbinga,TZ-060T2z,Mbinga-4-1,35.126598,-11.0597
TZ,Kidatu,TZ-0Ekfub,Kidatu-7-3,37.292297,-8.023812
TZ,Kidatu,TZ-0TzMPf,Kidatu-12-1,37.314617,-8.005145
TZ,Mbinga,TZ-1OElzh,Mbinga-15-1,35.191799,-11.0871
TZ,Kiberashi,TZ-29X5Ck,Kiberashi-15-1,37.515327,-5.3337
TZ,Kidatu,TZ-2JMP7l,Kidatu-11-1,37.317062,-8.025553
TZ,Pandambili,TZ-2zClpd,Pandambili-11-1,36.4918,-6.0698
TZ,Chinyanghuku,TZ-3pOozk,Chinyanghuku-2-1,36.086655,-6.908367
TZ,Mbinga,TZ-3vRgYM,Mbinga-7-1,35.151798,-11.0794
TZ,Pandambili,TZ-4HjrCc,Pandambili-13-1,36.5064,-6.12214
TZ,Mbinga,TZ-4KBGSw,Mbinga-1-1,35.1269,-11.1227
TZ,Kiberashi,TZ-4l4G2H,Kiberashi-16-1,37.51255,-5.308519
TZ,Mbinga,TZ-59jCfg,Mbinga-11-1,35.1693,-11.0794
TZ,Mbinga,TZ-5j6aLZ,Mbinga-16-1,35.193199,-11.0615
TZ,Kiberashi,TZ-61WGaB,Kiberashi-2-1,37.448967,-5.352508
TZ,Pandambili,TZ-69kDxp,Pandambili-5-1,36.4577,-6.11749
TZ,Kidatu,TZ-6e8Ckh,Kidatu-14-1,37.333698,-8.049305
TZ,Bukwaya,TZ-7bY9sC,Bukwaya-5-1,33.030663,-3.060982
TZ,Itende,TZ-7pVvNQ,Itende-13-1,34.236652,-6.918945
TZ,Kiberashi,TZ-8fuheS,Kiberashi-1-1,37.445068,-5.381047
TZ,Bukwaya,TZ-8HzVWr,Bukwaya-16-1,33.077351,-2.991458
TZ,Mbinga,TZ-8nxnVI,Mbinga-2-1,35.130199,-11.099628
TZ,Bukwaya,TZ-8tnLMz,Bukwaya-1-1,33.010086,-3.063745
TZ,Chinyanghuku,TZ-9AxkJO,Chinyanghuku-7-1,36.122227,-6.889563
TZ,Kidatu,TZ-A2fXvi,Kidatu-10-1,37.313545,-8.042358
TZ,Kiberashi,TZ-A34mHJ,Kiberashi-6-1,37.466049,-5.353312
TZ,Pandambili,TZ-agvFql,Pandambili-2-1,36.435982,-6.08875
TZ,Kidatu,TZ-anBQjd,Kidatu-9-1,37.316586,-8.067685
TZ,Kidatu,TZ-aT8eeN,Kidatu-8-1,37.295639,-8.001733
TZ,Kiberashi,TZ-AWjVJe,Kiberashi-10-1,37.496891,-5.362477
TZ,Pandambili,TZ-B4TAMn,Pandambili-8-1,36.457722,-6.05575
TZ,Itende,TZ-bAOWGA,Itende-4-1,34.181694,-6.86511
TZ,Pandambili,TZ-BE8vvF,Pandambili-4-1,36.443859,-6.04693
TZ,Mbinga,TZ-bGffbo,Mbinga-8-1,35.151737,-11.057103
TZ,Chinyanghuku,TZ-BK3D5e,Chinyanghuku-13-5,36.16547,-6.92808
TZ,Kidatu,TZ-bs9mol,Kidatu-6-1,37.295681,-8.047615
TZ,Bukwaya,TZ-Bv5XZa,Bukwaya-10-1,33.062672,-3.030987
TZ,Pandambili,TZ-bww9lu,Pandambili-9-1,36.4836,-6.12151
TZ,Mbinga,TZ-BxyOMt,Mbinga-3-1,35.125401,-11.0745
TZ,Itende,TZ-ByJPVZ,Itende-10-1,34.215706,-6.904168
TZ,Kidatu,TZ-CdbJsn,Kidatu-5-1,37.293674,-8.074083
TZ,Itende,TZ-CHAEmL,Itende-9-5,34.223148,-6.927495
TZ,Pandambili,TZ-ctinVS,Pandambili-16-1,36.5135,-6.05373
TZ,Itende,TZ-CWWx5P,Itende-3-1,34.177681,-6.881358
TZ,Itende,TZ-D2Wvoa,Itende-15-1,34.24556,-6.877308
TZ,Pandambili,TZ-dgN3M5,Pandambili-14-1,36.50845,-6.0906
TZ,Chinyanghuku,TZ-dhUQLy,Chinyanghuku-15-2,36.166988,-6.88444
